secteur,type,lettre,nom,nom_fichier,prompt
Primaire,produit,H,Huile d'olive,primaire_produit_huile_d_olive.png,"Digital illustration of Huile d'olive, centered composition, small children's card game style, semi-realistic and colorful, warm inviting lighting, clean bold outlines, simple uncluttered background, vibrant but harmonious colors, no text, no letters, no watermark, no signature, square format, leaves breathing room around the edges for a circular crop."
Primaire,constituant,,Olive,primaire_constituant_olive.png,"Digital illustration icon of Olive, centered on a plain light background, small children's card game style, semi-realistic and colorful, soft shading, clean bold outlines, simple and instantly recognizable silhouette even at small size, no text, no letters, no watermark, no signature, square format."
Primaire,produit,I,Vin,primaire_produit_vin.png,"Digital illustration of Vin, centered composition, small children's card game style, semi-realistic and colorful, warm inviting lighting, clean bold outlines, simple uncluttered background, vibrant but harmonious colors, no text, no letters, no watermark, no signature, square format, leaves breathing room around the edges for a circular crop."
Primaire,constituant,,Raisin,primaire_constituant_raisin.png,"Digital illustration icon of Raisin, centered on a plain light background, small children's card game style, semi-realistic and colorful, soft shading, clean bold outlines, simple and instantly recognizable silhouette even at small size, no text, no letters, no watermark, no signature, square format."
Primaire,constituant,,Levures,primaire_constituant_levures.png,"Digital illustration icon of Levures, centered on a plain light background, small children's card game style, semi-realistic and colorful, soft shading, clean bold outlines, simple and instantly recognizable silhouette even at small size, no text, no letters, no watermark, no signature, square format."
Primaire,constituant,,Chêne,primaire_constituant_chene.png,"Digital illustration icon of Chêne, centered on a plain light background, small children's card game style, semi-realistic and colorful, soft shading, clean bold outlines, simple and instantly recognizable silhouette even at small size, no text, no letters, no watermark, no signature, square format."
Primaire,produit,J,Bière,primaire_produit_biere.png,"Digital illustration of Bière, centered composition, small children's card game style, semi-realistic and colorful, warm inviting lighting, clean bold outlines, simple uncluttered background, vibrant but harmonious colors, no text, no letters, no watermark, no signature, square format, leaves breathing room around the edges for a circular crop."
Primaire,constituant,,Orge,primaire_constituant_orge.png,"Digital illustration icon of Orge, centered on a plain light background, small children's card game style, semi-realistic and colorful, soft shading, clean bold outlines, simple and instantly recognizable silhouette even at small size, no text, no letters, no watermark, no signature, square format."
Primaire,constituant,,Houblon,primaire_constituant_houblon.png,"Digital illustration icon of Houblon, centered on a plain light background, small children's card game style, semi-realistic and colorful, soft shading, clean bold outlines, simple and instantly recognizable silhouette even at small size, no text, no letters, no watermark, no signature, square format."
Primaire,produit,K,Jus d'orange,primaire_produit_jus_d_orange.png,"Digital illustration of Jus d'orange, centered composition, small children's card game style, semi-realistic and colorful, warm inviting lighting, clean bold outlines, simple uncluttered background, vibrant but harmonious colors, no text, no letters, no watermark, no signature, square format, leaves breathing room around the edges for a circular crop."
Primaire,constituant,,Orange,primaire_constituant_orange.png,"Digital illustration icon of Orange, centered on a plain light background, small children's card game style, semi-realistic and colorful, soft shading, clean bold outlines, simple and instantly recognizable silhouette even at small size, no text, no letters, no watermark, no signature, square format."
Primaire,produit,L,Conserve de tomate,primaire_produit_conserve_de_tomate.png,"Digital illustration of Conserve de tomate, centered composition, small children's card game style, semi-realistic and colorful, warm inviting lighting, clean bold outlines, simple uncluttered background, vibrant but harmonious colors, no text, no letters, no watermark, no signature, square format, leaves breathing room around the edges for a circular crop."
Primaire,constituant,,Basilic,primaire_constituant_basilic.png,"Digital illustration icon of Basilic, centered on a plain light background, small children's card game style, semi-realistic and colorful, soft shading, clean bold outlines, simple and instantly recognizable silhouette even at small size, no text, no letters, no watermark, no signature, square format."
Primaire,constituant,,Huile d'olive,primaire_constituant_huile_d_olive.png,"Digital illustration icon of Huile d'olive, centered on a plain light background, small children's card game style, semi-realistic and colorful, soft shading, clean bold outlines, simple and instantly recognizable silhouette even at small size, no text, no letters, no watermark, no signature, square format."
Primaire,produit,M,Sauce tomate,primaire_produit_sauce_tomate.png,"Digital illustration of Sauce tomate, centered composition, small children's card game style, semi-realistic and colorful, warm inviting lighting, clean bold outlines, simple uncluttered background, vibrant but harmonious colors, no text, no letters, no watermark, no signature, square format, leaves breathing room around the edges for a circular crop."
Primaire,constituant,,Oignon,primaire_constituant_oignon.png,"Digital illustration icon of Oignon, centered on a plain light background, small children's card game style, semi-realistic and colorful, soft shading, clean bold outlines, simple and instantly recognizable silhouette even at small size, no text, no letters, no watermark, no signature, square format."
Primaire,constituant,,Ail,primaire_constituant_ail.png,"Digital illustration icon of Ail, centered on a plain light background, small children's card game style, semi-realistic and colorful, soft shading, clean bold outlines, simple and instantly recognizable silhouette even at small size, no text, no letters, no watermark, no signature, square format."
Primaire,produit,N,Saucisson,primaire_produit_saucisson.png,"Digital illustration of Saucisson, centered composition, small children's card game style, semi-realistic and colorful, warm inviting lighting, clean bold outlines, simple uncluttered background, vibrant but harmonious colors, no text, no letters, no watermark, no signature, square format, leaves breathing room around the edges for a circular crop."
Primaire,constituant,,Porc,primaire_constituant_porc.png,"Digital illustration icon of Porc, centered on a plain light background, small children's card game style, semi-realistic and colorful, soft shading, clean bold outlines, simple and instantly recognizable silhouette even at small size, no text, no letters, no watermark, no signature, square format."
Primaire,constituant,,Poivre,primaire_constituant_poivre.png,"Digital illustration icon of Poivre, centered on a plain light background, small children's card game style, semi-realistic and colorful, soft shading, clean bold outlines, simple and instantly recognizable silhouette even at small size, no text, no letters, no watermark, no signature, square format."
Primaire,constituant,,Vin,primaire_constituant_vin.png,"Digital illustration icon of Vin, centered on a plain light background, small children's card game style, semi-realistic and colorful, soft shading, clean bold outlines, simple and instantly recognizable silhouette even at small size, no text, no letters, no watermark, no signature, square format."
Primaire,produit,O,Jambon,primaire_produit_jambon.png,"Digital illustration of Jambon, centered composition, small children's card game style, semi-realistic and colorful, warm inviting lighting, clean bold outlines, simple uncluttered background, vibrant but harmonious colors, no text, no letters, no watermark, no signature, square format, leaves breathing room around the edges for a circular crop."
Primaire,constituant,,Bois de hêtre,primaire_constituant_bois_de_hetre.png,"Digital illustration icon of Bois de hêtre, centered on a plain light background, small children's card game style, semi-realistic and colorful, soft shading, clean bold outlines, simple and instantly recognizable silhouette even at small size, no text, no letters, no watermark, no signature, square format."
Primaire,constituant,,Miel,primaire_constituant_miel.png,"Digital illustration icon of Miel, centered on a plain light background, small children's card game style, semi-realistic and colorful, soft shading, clean bold outlines, simple and instantly recognizable silhouette even at small size, no text, no letters, no watermark, no signature, square format."
Primaire,produit,P,Savon végétal,primaire_produit_savon_vegetal.png,"Digital illustration of Savon végétal, centered composition, small children's card game style, semi-realistic and colorful, warm inviting lighting, clean bold outlines, simple uncluttered background, vibrant but harmonious colors, no text, no letters, no watermark, no signature, square format, leaves breathing room around the edges for a circular crop."
Primaire,constituant,,Soude,primaire_constituant_soude.png,"Digital illustration icon of Soude, centered on a plain light background, small children's card game style, semi-realistic and colorful, soft shading, clean bold outlines, simple and instantly recognizable silhouette even at small size, no text, no letters, no watermark, no signature, square format."
Primaire,constituant,,Lavande,primaire_constituant_lavande.png,"Digital illustration icon of Lavande, centered on a plain light background, small children's card game style, semi-realistic and colorful, soft shading, clean bold outlines, simple and instantly recognizable silhouette even at small size, no text, no letters, no watermark, no signature, square format."
Primaire,produit,Q,Papier,primaire_produit_papier.png,"Digital illustration of Papier, centered composition, small children's card game style, semi-realistic and colorful, warm inviting lighting, clean bold outlines, simple uncluttered background, vibrant but harmonious colors, no text, no letters, no watermark, no signature, square format, leaves breathing room around the edges for a circular crop."
Primaire,constituant,,Lin,primaire_constituant_lin.png,"Digital illustration icon of Lin, centered on a plain light background, small children's card game style, semi-realistic and colorful, soft shading, clean bold outlines, simple and instantly recognizable silhouette even at small size, no text, no letters, no watermark, no signature, square format."
Primaire,constituant,,Chanvre,primaire_constituant_chanvre.png,"Digital illustration icon of Chanvre, centered on a plain light background, small children's card game style, semi-realistic and colorful, soft shading, clean bold outlines, simple and instantly recognizable silhouette even at small size, no text, no letters, no watermark, no signature, square format."
Primaire,constituant,,Amidon,primaire_constituant_amidon.png,"Digital illustration icon of Amidon, centered on a plain light background, small children's card game style, semi-realistic and colorful, soft shading, clean bold outlines, simple and instantly recognizable silhouette even at small size, no text, no letters, no watermark, no signature, square format."
Primaire,produit,R,Tissu de coton,primaire_produit_tissu_de_coton.png,"Digital illustration of Tissu de coton, centered composition, small children's card game style, semi-realistic and colorful, warm inviting lighting, clean bold outlines, simple uncluttered background, vibrant but harmonious colors, no text, no letters, no watermark, no signature, square format, leaves breathing room around the edges for a circular crop."
Primaire,constituant,,Coton,primaire_constituant_coton.png,"Digital illustration icon of Coton, centered on a plain light background, small children's card game style, semi-realistic and colorful, soft shading, clean bold outlines, simple and instantly recognizable silhouette even at small size, no text, no letters, no watermark, no signature, square format."
Primaire,constituant,,Teinture végétale,primaire_constituant_teinture_vegetale.png,"Digital illustration icon of Teinture végétale, centered on a plain light background, small children's card game style, semi-realistic and colorful, soft shading, clean bold outlines, simple and instantly recognizable silhouette even at small size, no text, no letters, no watermark, no signature, square format."
Primaire,constituant,,Cire,primaire_constituant_cire.png,"Digital illustration icon of Cire, centered on a plain light background, small children's card game style, semi-realistic and colorful, soft shading, clean bold outlines, simple and instantly recognizable silhouette even at small size, no text, no letters, no watermark, no signature, square format."
Primaire,produit,S,Cuir,primaire_produit_cuir.png,"Digital illustration of Cuir, centered composition, small children's card game style, semi-realistic and colorful, warm inviting lighting, clean bold outlines, simple uncluttered background, vibrant but harmonious colors, no text, no letters, no watermark, no signature, square format, leaves breathing room around the edges for a circular crop."
Primaire,constituant,,Peau bovine,primaire_constituant_peau_bovine.png,"Digital illustration icon of Peau bovine, centered on a plain light background, small children's card game style, semi-realistic and colorful, soft shading, clean bold outlines, simple and instantly recognizable silhouette even at small size, no text, no letters, no watermark, no signature, square format."
Primaire,constituant,,Tanins végétaux,primaire_constituant_tanins_vegetaux.png,"Digital illustration icon of Tanins végétaux, centered on a plain light background, small children's card game style, semi-realistic and colorful, soft shading, clean bold outlines, simple and instantly recognizable silhouette even at small size, no text, no letters, no watermark, no signature, square format."
Primaire,constituant,,Huiles végétales,primaire_constituant_huiles_vegetales.png,"Digital illustration icon of Huiles végétales, centered on a plain light background, small children's card game style, semi-realistic and colorful, soft shading, clean bold outlines, simple and instantly recognizable silhouette even at small size, no text, no letters, no watermark, no signature, square format."
Primaire,produit,T,Parfum naturel,primaire_produit_parfum_naturel.png,"Digital illustration of Parfum naturel, centered composition, small children's card game style, semi-realistic and colorful, warm inviting lighting, clean bold outlines, simple uncluttered background, vibrant but harmonious colors, no text, no letters, no watermark, no signature, square format, leaves breathing room around the edges for a circular crop."
Primaire,constituant,,Fleurs,primaire_constituant_fleurs.png,"Digital illustration icon of Fleurs, centered on a plain light background, small children's card game style, semi-realistic and colorful, soft shading, clean bold outlines, simple and instantly recognizable silhouette even at small size, no text, no letters, no watermark, no signature, square format."
Primaire,constituant,,Agrumes,primaire_constituant_agrumes.png,"Digital illustration icon of Agrumes, centered on a plain light background, small children's card game style, semi-realistic and colorful, soft shading, clean bold outlines, simple and instantly recognizable silhouette even at small size, no text, no letters, no watermark, no signature, square format."
Primaire,constituant,,Herbes aromatiques,primaire_constituant_herbes_aromatiques.png,"Digital illustration icon of Herbes aromatiques, centered on a plain light background, small children's card game style, semi-realistic and colorful, soft shading, clean bold outlines, simple and instantly recognizable silhouette even at small size, no text, no letters, no watermark, no signature, square format."
Primaire,constituant,,Alcool végétal,primaire_constituant_alcool_vegetal.png,"Digital illustration icon of Alcool végétal, centered on a plain light background, small children's card game style, semi-realistic and colorful, soft shading, clean bold outlines, simple and instantly recognizable silhouette even at small size, no text, no letters, no watermark, no signature, square format."
Primaire,produit,U,Bougie,primaire_produit_bougie.png,"Digital illustration of Bougie, centered composition, small children's card game style, semi-realistic and colorful, warm inviting lighting, clean bold outlines, simple uncluttered background, vibrant but harmonious colors, no text, no letters, no watermark, no signature, square format, leaves breathing room around the edges for a circular crop."
Primaire,constituant,,Cire d'abeille,primaire_constituant_cire_d_abeille.png,"Digital illustration icon of Cire d'abeille, centered on a plain light background, small children's card game style, semi-realistic and colorful, soft shading, clean bold outlines, simple and instantly recognizable silhouette even at small size, no text, no letters, no watermark, no signature, square format."
Primaire,constituant,,Résine,primaire_constituant_resine.png,"Digital illustration icon of Résine, centered on a plain light background, small children's card game style, semi-realistic and colorful, soft shading, clean bold outlines, simple and instantly recognizable silhouette even at small size, no text, no letters, no watermark, no signature, square format."
Primaire,produit,V,Paniers tressés,primaire_produit_paniers_tresses.png,"Digital illustration of Paniers tressés, centered composition, small children's card game style, semi-realistic and colorful, warm inviting lighting, clean bold outlines, simple uncluttered background, vibrant but harmonious colors, no text, no letters, no watermark, no signature, square format, leaves breathing room around the edges for a circular crop."
Primaire,constituant,,Osier,primaire_constituant_osier.png,"Digital illustration icon of Osier, centered on a plain light background, small children's card game style, semi-realistic and colorful, soft shading, clean bold outlines, simple and instantly recognizable silhouette even at small size, no text, no letters, no watermark, no signature, square format."
Primaire,constituant,,Roseau,primaire_constituant_roseau.png,"Digital illustration icon of Roseau, centered on a plain light background, small children's card game style, semi-realistic and colorful, soft shading, clean bold outlines, simple and instantly recognizable silhouette even at small size, no text, no letters, no watermark, no signature, square format."
Primaire,produit,W,Meuble en bois,primaire_produit_meuble_en_bois.png,"Digital illustration of Meuble en bois, centered composition, small children's card game style, semi-realistic and colorful, warm inviting lighting, clean bold outlines, simple uncluttered background, vibrant but harmonious colors, no text, no letters, no watermark, no signature, square format, leaves breathing room around the edges for a circular crop."
Primaire,constituant,,Pierre,primaire_constituant_pierre.png,"Digital illustration icon of Pierre, centered on a plain light background, small children's card game style, semi-realistic and colorful, soft shading, clean bold outlines, simple and instantly recognizable silhouette even at small size, no text, no letters, no watermark, no signature, square format."
Primaire,produit,X,Poterie,primaire_produit_poterie.png,"Digital illustration of Poterie, centered composition, small children's card game style, semi-realistic and colorful, warm inviting lighting, clean bold outlines, simple uncluttered background, vibrant but harmonious colors, no text, no letters, no watermark, no signature, square format, leaves breathing room around the edges for a circular crop."
Primaire,constituant,,Argile,primaire_constituant_argile.png,"Digital illustration icon of Argile, centered on a plain light background, small children's card game style, semi-realistic and colorful, soft shading, clean bold outlines, simple and instantly recognizable silhouette even at small size, no text, no letters, no watermark, no signature, square format."
Primaire,constituant,,Sable,primaire_constituant_sable.png,"Digital illustration icon of Sable, centered on a plain light background, small children's card game style, semi-realistic and colorful, soft shading, clean bold outlines, simple and instantly recognizable silhouette even at small size, no text, no letters, no watermark, no signature, square format."
Primaire,constituant,,Pigments naturels,primaire_constituant_pigments_naturels.png,"Digital illustration icon of Pigments naturels, centered on a plain light background, small children's card game style, semi-realistic and colorful, soft shading, clean bold outlines, simple and instantly recognizable silhouette even at small size, no text, no letters, no watermark, no signature, square format."
Primaire,produit,Y,Brique,primaire_produit_brique.png,"Digital illustration of Brique, centered composition, small children's card game style, semi-realistic and colorful, warm inviting lighting, clean bold outlines, simple uncluttered background, vibrant but harmonious colors, no text, no letters, no watermark, no signature, square format, leaves breathing room around the edges for a circular crop."
Primaire,constituant,,Paille,primaire_constituant_paille.png,"Digital illustration icon of Paille, centered on a plain light background, small children's card game style, semi-realistic and colorful, soft shading, clean bold outlines, simple and instantly recognizable silhouette even at small size, no text, no letters, no watermark, no signature, square format."
Primaire,produit,Z,Toiture en chaume,primaire_produit_toiture_en_chaume.png,"Digital illustration of Toiture en chaume, centered composition, small children's card game style, semi-realistic and colorful, warm inviting lighting, clean bold outlines, simple uncluttered background, vibrant but harmonious colors, no text, no letters, no watermark, no signature, square format, leaves breathing room around the edges for a circular crop."
Secondaire,produit,A,Vélo,secondaire_produit_velo.png,"Digital illustration of Vélo, centered composition, small children's card game style, semi-realistic and colorful, warm inviting lighting, clean bold outlines, simple uncluttered background, vibrant but harmonious colors, no text, no letters, no watermark, no signature, square format, leaves breathing room around the edges for a circular crop."
Secondaire,constituant,,Acier,secondaire_constituant_acier.png,"Digital illustration icon of Acier, centered on a plain light background, small children's card game style, semi-realistic and colorful, soft shading, clean bold outlines, simple and instantly recognizable silhouette even at small size, no text, no letters, no watermark, no signature, square format."
Secondaire,constituant,,Aluminium,secondaire_constituant_aluminium.png,"Digital illustration icon of Aluminium, centered on a plain light background, small children's card game style, semi-realistic and colorful, soft shading, clean bold outlines, simple and instantly recognizable silhouette even at small size, no text, no letters, no watermark, no signature, square format."
Secondaire,constituant,,Caoutchouc,secondaire_constituant_caoutchouc.png,"Digital illustration icon of Caoutchouc, centered on a plain light background, small children's card game style, semi-realistic and colorful, soft shading, clean bold outlines, simple and instantly recognizable silhouette even at small size, no text, no letters, no watermark, no signature, square format."
Secondaire,constituant,,Verre,secondaire_constituant_verre.png,"Digital illustration icon of Verre, centered on a plain light background, small children's card game style, semi-realistic and colorful, soft shading, clean bold outlines, simple and instantly recognizable silhouette even at small size, no text, no letters, no watermark, no signature, square format."
Secondaire,constituant,,Textile,secondaire_constituant_textile.png,"Digital illustration icon of Textile, centered on a plain light background, small children's card game style, semi-realistic and colorful, soft shading, clean bold outlines, simple and instantly recognizable silhouette even at small size, no text, no letters, no watermark, no signature, square format."
Secondaire,produit,B,Voiture,secondaire_produit_voiture.png,"Digital illustration of Voiture, centered composition, small children's card game style, semi-realistic and colorful, warm inviting lighting, clean bold outlines, simple uncluttered background, vibrant but harmonious colors, no text, no letters, no watermark, no signature, square format, leaves breathing room around the edges for a circular crop."
Secondaire,constituant,,Plastique,secondaire_constituant_plastique.png,"Digital illustration icon of Plastique, centered on a plain light background, small children's card game style, semi-realistic and colorful, soft shading, clean bold outlines, simple and instantly recognizable silhouette even at small size, no text, no letters, no watermark, no signature, square format."
Secondaire,produit,C,Tracteur,secondaire_produit_tracteur.png,"Digital illustration of Tracteur, centered composition, small children's card game style, semi-realistic and colorful, warm inviting lighting, clean bold outlines, simple uncluttered background, vibrant but harmonious colors, no text, no letters, no watermark, no signature, square format, leaves breathing room around the edges for a circular crop."
Secondaire,produit,D,Bouteille en verre,secondaire_produit_bouteille_en_verre.png,"Digital illustration of Bouteille en verre, centered composition, small children's card game style, semi-realistic and colorful, warm inviting lighting, clean bold outlines, simple uncluttered background, vibrant but harmonious colors, no text, no letters, no watermark, no signature, square format, leaves breathing room around the edges for a circular crop."
Secondaire,constituant,,Silice,secondaire_constituant_silice.png,"Digital illustration icon of Silice, centered on a plain light background, small children's card game style, semi-realistic and colorful, soft shading, clean bold outlines, simple and instantly recognizable silhouette even at small size, no text, no letters, no watermark, no signature, square format."
Secondaire,constituant,,Sodium,secondaire_constituant_sodium.png,"Digital illustration icon of Sodium, centered on a plain light background, small children's card game style, semi-realistic and colorful, soft shading, clean bold outlines, simple and instantly recognizable silhouette even at small size, no text, no letters, no watermark, no signature, square format."
Secondaire,constituant,,Calcium,secondaire_constituant_calcium.png,"Digital illustration icon of Calcium, centered on a plain light background, small children's card game style, semi-realistic and colorful, soft shading, clean bold outlines, simple and instantly recognizable silhouette even at small size, no text, no letters, no watermark, no signature, square format."
Secondaire,constituant,,Pigments,secondaire_constituant_pigments.png,"Digital illustration icon of Pigments, centered on a plain light background, small children's card game style, semi-realistic and colorful, soft shading, clean bold outlines, simple and instantly recognizable silhouette even at small size, no text, no letters, no watermark, no signature, square format."
Secondaire,produit,E,Fenêtre,secondaire_produit_fenetre.png,"Digital illustration of Fenêtre, centered composition, small children's card game style, semi-realistic and colorful, warm inviting lighting, clean bold outlines, simple uncluttered background, vibrant but harmonious colors, no text, no letters, no watermark, no signature, square format, leaves breathing room around the edges for a circular crop."
